#id:	circular_read_594
#START	STOP	FRAME	CONTIG	SCORE
2	157	+	circular_read_594	-90.19793461814157047978218605	
126	881	+	circular_read_594	-106660412.7268515582214556089	
997	1092	+	circular_read_594	-39.17218947084372247119812814	
1163	1312	+	circular_read_594	-171.3960967569155717943543636	
1300	1485	+	circular_read_594	-217.9267007141435620933289171	
1683	1588	-	circular_read_594	-39.17218947084372247119812814	
2554	1799	-	circular_read_594	-111000287.0042267755321562595	
2612	2523	-	circular_read_594	-7.685364719201574361761308225	
3009	2656	-	circular_read_594	-347.5660894834384541206124259	
3059	3148	+	circular_read_594	-1.612549999041242978046489179	
3145	3339	+	circular_read_594	-155.8836486343007834148179454	
