#id:	contig_1825
#START	STOP	FRAME	CONTIG	SCORE
627	1	-	contig_1825	-1027.389095959520071627887855	
1258	635	-	contig_1825	-1260571.500801624926524393241	
1440	1336	-	contig_1825	-0.9072647048505769004659441169	
1899	1474	-	contig_1825	-661.7667797084115636504321589	
2723	1962	-	contig_1825	-12366028.90095542210983106217	
3192	2743	-	contig_1825	-18503.57944175874483855367554	
3710	3189	-	contig_1825	-21582.06310634762881640655806	
4687	3761	-	contig_1825	-1291244261.781649906609592670	
5108	4749	-	contig_1825	-54431.72217004466568300864228	
6250	5171	-	contig_1825	-26815074459.52139341098116109	
6285	6178	-	contig_1825	-0.9759485513311419829172703669	
6658	6482	-	contig_1825	-13.65847615227063893094257569	
