CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	+	2	103	102	contig_1517	prodigal	+	2	103	102	contig_1517	
2	glimmer	+	100	795	696	contig_1517	phanotate	+	100	795	696	contig_1517	prodigal	+	100	795	696	contig_1517	
3	glimmer	+	795	1175	381	contig_1517	phanotate	+	795	1175	381	contig_1517	prodigal	+	795	1175	381	contig_1517	
4							phanotate	+	1208	1393	186	contig_1517	prodigal	+	1208	1393	186	contig_1517	
5	glimmer	+	1244	1393	150	contig_1517													
6	glimmer	+	1398	5489	4092	contig_1517	phanotate	+	1398	5489	4092	contig_1517	prodigal	+	1398	5489	4092	contig_1517	
7	glimmer	+	5479	6237	759	contig_1517	phanotate	+	5479	6237	759	contig_1517	prodigal	+	5479	6237	759	contig_1517	
8	glimmer	+	6238	9246	3009	contig_1517	phanotate	+	6238	9246	3009	contig_1517	prodigal	+	6238	9246	3009	contig_1517	
9	glimmer	+	9255	9440	186	contig_1517	phanotate	+	9255	9440	186	contig_1517	prodigal	+	9255	9440	186	contig_1517	
10	glimmer	+	9409	11259	1851	contig_1517	phanotate	+	9409	11259	1851	contig_1517	prodigal	+	9409	11259	1851	contig_1517	
11	glimmer	+	11256	12326	1071	contig_1517	phanotate	+	11256	12326	1071	contig_1517	prodigal	+	11256	12326	1071	contig_1517	
12	glimmer	+	12330	12779	450	contig_1517	phanotate	+	12330	12779	450	contig_1517	prodigal	+	12330	12779	450	contig_1517	
13							phanotate	+	12772	12927	156	contig_1517	prodigal	+	12772	12927	156	contig_1517	
14	glimmer	+	12905	13288	384	contig_1517	phanotate	+	12905	13288	384	contig_1517	prodigal	+	12905	13288	384	contig_1517	
15	glimmer	+	13306	13539	234	contig_1517	phanotate	+	13306	13539	234	contig_1517	prodigal	+	13306	13539	234	contig_1517	
16													prodigal	+	13539	14003	465	contig_1517	
17	glimmer	+	13575	14003	429	contig_1517	phanotate	+	13575	14003	429	contig_1517							
18							phanotate	+	13990	15051	1062	contig_1517							
19	glimmer	+	13996	15051	1056	contig_1517							prodigal	+	13996	15051	1056	contig_1517	
20							phanotate	-	15120	15257	138	contig_1517							
21							phanotate	+	15267	15488	222	contig_1517							
22							phanotate	-	15585	15701	117	contig_1517							
23							phanotate	+	15715	15813	99	contig_1517							
24	glimmer	+	15841	16059	219	contig_1517	phanotate	+	15841	16059	219	contig_1517							
25	glimmer	+	16093	16920	828	contig_1517													
26							phanotate	+	16120	16920	801	contig_1517	prodigal	+	16120	16920	801	contig_1517	
27	glimmer	+	16925	17278	354	contig_1517	phanotate	+	16925	17278	354	contig_1517	prodigal	+	16925	17278	354	contig_1517	
28	glimmer	-	17400	17558	159	contig_1517	phanotate	-	17400	17558	159	contig_1517							
29	glimmer	+	17573	17767	195	contig_1517	phanotate	+	17573	17767	195	contig_1517	prodigal	+	17573	17767	195	contig_1517	
30	glimmer	+	17879	18298	420	contig_1517	phanotate	+	17879	18298	420	contig_1517	prodigal	+	17879	18298	420	contig_1517	
31	glimmer	-	18413	19177	765	contig_1517	phanotate	-	18413	19177	765	contig_1517	prodigal	-	18413	19177	765	contig_1517	
32	glimmer	-	19192	19617	426	contig_1517	phanotate	-	19192	19617	426	contig_1517	prodigal	-	19192	19617	426	contig_1517	
33							phanotate	-	19624	19926	303	contig_1517							
34	glimmer	-	19624	20019	396	contig_1517							prodigal	-	19624	20019	396	contig_1517	
