#id:	contig_1176
#START	STOP	FRAME	CONTIG	SCORE
879	37	-	contig_1176	-12483.71430992296292229160313	
1024	881	-	contig_1176	-21.12289137155389125839707762	
1219	1025	-	contig_1176	-1.959416914953556235870061778	
2777	1230	-	contig_1176	-11561822.15288201300296772607	
3554	2868	-	contig_1176	-6964.961233765929291184474080	
3648	3559	-	contig_1176	-2.490088449736676612561797689	
3865	3638	-	contig_1176	-28.40538551227987832669020872	
3996	3883	-	contig_1176	-1.723359283565258328826360201	
4085	3966	-	contig_1176	-0.1558219835009041462418224209	
4333	4205	-	contig_1176	-1.850931012099505820473094340	
